1.476000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.477000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.478000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.479000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.480000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.481000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.482000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.483000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.484000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.485000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.486000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.487000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.488000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.489000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.490000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.491000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.492000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.493000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.494000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.495000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.496000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.497000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.498000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.499000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.500000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.501000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.502000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.503000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.504000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.505000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.506000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.507000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.508000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.509000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.510000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.511000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.512000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.513000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.514000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.515000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.516000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
